StrikerName,PlayerId,Matches,PlayerDOB,TeamCode,TeamName,Innings,TotalRuns,Balls,StrikeRate,Fours,Sixes,Outs,NotOuts,FiftyPlusRuns,Centuries,HighestScore,BattingAverage,Nation,BattingStyle,Nationality,RightHandedBat
Michael Hussey,0,17,27-5-1975,CSK,Chennai Super Kings,17,733,566,129.5,81,17,14,3,6,0,95,52.35,Australia,lhb,Overseas,False
Chris Gayle,126,16,21-9-1979,RCB,Royal Challengers Bangalore,16,708,453,156.29,57,51,12,4,4,1,175*,59.0,West Indies,lhb,Overseas,False
Virat Kohli,2,16,5-11-1988,RCB,Royal Challengers Bangalore,16,634,457,138.73,64,22,14,2,6,0,99,45.28,India,rhb,Indian,True
Suresh Raina,106,18,27-11-1986,CSK,Chennai Super Kings,17,548,365,150.13,50,18,13,4,4,1,100*,42.15,India,lhb,Indian,False
Shane Watson,104,16,17-6-1981,RR,Rajasthan Royals,16,543,380,142.89,59,22,14,2,2,1,101,38.78,Australia,rhb,Overseas,True
Rohit Sharma,6,19,30-4-1987,MI,Mumbai Indians,19,538,409,131.54,35,28,14,5,4,0,79*,38.42,India,rhb,Indian,True
Dinesh Karthik,13,19,1-6-1985,MI,Mumbai Indians,19,510,411,124.08,54,14,18,1,2,0,86,28.33,India,rhb,Indian,True
Ajinkya Rahane,44,18,6-6-1988,RR,Rajasthan Royals,18,488,458,106.55,42,11,14,4,4,0,68*,34.85,India,rhb,Indian,True
Rahul Dravid,0,18,11-1-1973,RR,Rajasthan Royals,17,471,425,110.82,64,5,16,1,4,0,65,29.43,India,rhb,Indian,True
MS Dhoni,57,18,7-7-1981,CSK,Chennai Super Kings,16,461,283,162.89,32,25,11,5,4,0,67*,41.9,India,rhb,Indian,True
Aaron Finch,3,14,17-11-1986,PWI,Pune Warriors India,14,456,336,135.71,54,16,14,0,4,0,67,32.57,Australia,rhb,Overseas,True
Robin Uthappa,153,16,11-11-1985,PWI,Pune Warriors India,16,434,371,116.98,42,12,16,0,2,0,75,27.12,India,rhb,Indian,True
Kieron Pollard,166,18,12-5-1987,MI,Mumbai Indians,18,420,281,149.46,27,29,10,8,3,0,66*,42.0,West Indies,rhb,Overseas,True
David Miller,128,12,10-6-1989,PBKS,Punjab Kings,12,418,254,164.56,28,24,7,5,3,1,101*,59.71,South Africa,lhb,Overseas,False
Dwayne Smith,0,13,12-4-1983,MI,Mumbai Indians,13,418,341,122.58,40,19,13,0,4,0,68,32.15,West Indies,rhb,Overseas,True
David Warner,214,16,27-10-1986,DC,Delhi Capitals,16,410,323,126.93,41,14,13,3,4,0,77,31.53,Australia,lhb,Overseas,False
Gautam Gambhir,0,16,14-10-1981,KKR,Kolkata Knight Riders,16,406,343,118.36,51,5,16,0,4,0,60,25.37,India,lhb,Indian,False
AB de Villiers,198,14,17-2-1984,RCB,Royal Challengers Bangalore,14,360,219,164.38,34,15,10,4,2,0,64,36.0,South Africa,rhb,Overseas,True
Yusuf Pathan,226,16,17-11-1982,KKR,Kolkata Knight Riders,16,332,240,138.33,30,14,11,5,1,0,72,30.18,India,rhb,Indian,True
Mahela Jayawardena,0,15,27-5-1977,DC,Delhi Capitals,15,331,313,105.75,39,6,15,0,2,0,66,22.06,Sri Lanka,rhb,Overseas,True
Murali Vijay,53,15,1-4-1984,CSK,Chennai Super Kings,15,312,286,109.09,27,8,14,1,2,0,55,22.28,India,rhb,Indian,True
Shikhar Dhawan,11,10,5-12-1985,SRH,Sunrisers Hyderabad,10,311,253,122.92,37,5,8,2,3,0,73*,38.87,India,lhb,Indian,False
Jacques Kallis,0,16,16-10-1975,KKR,Kolkata Knight Riders,16,311,322,96.58,35,3,15,1,0,0,41,20.73,South Africa,rhb,Overseas,True
Eoin Morgan,308,14,10-9-1986,KKR,Kolkata Knight Riders,13,307,240,127.91,28,13,11,2,1,0,51,27.9,England,lhb,Overseas,False
Shaun Marsh,41,8,9-7-1983,PBKS,Punjab Kings,8,300,249,120.48,39,4,8,0,3,0,77,37.5,Australia,lhb,Overseas,False
Virender Sehwag,461,13,20-10-1978,DC,Delhi Capitals,13,295,233,126.6,41,6,12,1,1,0,95*,24.58,India,rhb,Indian,True
Adam Gilchrist,0,13,14-11-1971,PBKS,Punjab Kings,13,294,229,128.38,41,6,12,1,1,0,85*,24.5,Australia,lhb,Overseas,False
Parthiv Patel,48,13,9-3-1985,SRH,Sunrisers Hyderabad,13,294,255,115.29,37,4,13,0,1,0,61,22.61,India,lhb,Indian,False
Brad Hodge,449,17,29-12-1974,RR,Rajasthan Royals,14,293,218,134.4,27,9,7,7,1,0,54*,41.85,Australia,rhb,Overseas,True
Stuart Binny,195,17,3-6-1984,RR,Rajasthan Royals,16,293,199,147.23,25,12,9,7,0,0,41*,32.55,India,rhb,Indian,True
Sachin Tendulkar,233,14,24-4-1973,MI,Mumbai Indians,14,287,231,124.24,38,5,13,1,1,0,54,22.07,India,rhb,Indian,True
Ambati Rayudu,60,19,23-9-1985,MI,Mumbai Indians,17,265,231,114.71,22,4,14,3,0,0,37,18.92,India,rhb,Indian,True
Mandeep Singh,132,16,18-12-1991,PBKS,Punjab Kings,14,260,223,116.59,36,0,13,1,1,0,77*,20.0,India,rhb,Indian,True
Manvinder Bisla,0,14,27-12-1984,KKR,Kolkata Knight Riders,14,255,236,108.05,36,6,13,1,2,0,92,19.61,India,rhb,Indian,True
Hanuma Vihari,52,17,13-10-1993,SRH,Sunrisers Hyderabad,17,241,278,86.69,17,1,14,3,0,0,46,17.21,India,rhb,Indian,True
Yuvraj Singh,175,13,12-12-1981,PWI,Pune Warriors India,13,238,190,125.26,14,15,12,1,0,0,34,19.83,India,lhb,Indian,False
David Hussey,0,12,15-7-1977,PBKS,Punjab Kings,11,235,209,112.44,20,6,10,1,0,0,41,23.5,Australia,rhb,Overseas,True
Thisara Perera,279,16,3-4-1989,SRH,Sunrisers Hyderabad,14,233,163,142.94,12,14,10,4,0,0,40,23.3,Sri Lanka,lhb,Overseas,False
Cameron White,0,13,18-8-1983,SRH,Sunrisers Hyderabad,13,209,191,109.42,18,7,12,1,1,0,52,17.41,Australia,rhb,Overseas,True
Sanju Samson,190,11,11-11-1994,RR,Rajasthan Royals,10,206,178,115.73,19,5,8,2,1,0,63,25.75,India,rhb,Indian,True
Ravindra Jadeja,46,18,6-12-1988,CSK,Chennai Super Kings,14,201,135,148.88,17,6,8,6,0,0,38*,25.12,India,lhb,Indian,False
Azhar Mahmood,0,11,28-2-1975,PBKS,Punjab Kings,10,196,154,127.27,22,5,10,0,2,0,80,19.6,Pakistan,rhb,Overseas,True
Ben Rohrer,0,8,26-3-1981,DC,Delhi Capitals,8,193,140,137.85,21,5,6,2,1,0,64*,32.16,Australia,lhb,Overseas,False
Darren Sammy,0,10,20-12-1983,SRH,Sunrisers Hyderabad,9,174,132,131.81,11,10,6,3,1,0,60,29.0,West Indies,rhb,Overseas,True
Angelo Mathews,275,11,2-6-1987,PWI,Pune Warriors India,10,172,139,123.74,5,10,7,3,0,0,40,24.57,Sri Lanka,rhb,Overseas,True
Moises Henriques,133,10,1-2-1987,RCB,Royal Challengers Bangalore,9,165,125,132.0,20,3,4,5,0,0,44,41.25,Australia,rhb,Overseas,True
Manan Vohra,185,12,18-7-1993,PBKS,Punjab Kings,10,161,117,137.6,22,2,8,2,0,0,43*,20.12,India,rhb,Indian,True
Steve Smith,0,7,2-6-1989,PWI,Pune Warriors India,7,159,132,120.45,15,4,4,3,0,0,41,39.75,Australia,rhb,Overseas,True
Unmukt Chand,0,9,26-3-1993,DC,Delhi Capitals,9,158,158,100.0,17,4,9,0,0,0,41,17.55,United States of America,rhb,Overseas,True
Kedar Jadhav,58,12,26-3-1985,DC,Delhi Capitals,10,152,124,122.58,8,5,7,3,0,0,31,21.71,India,rhb,Indian,True
Manoj Tiwary,0,10,14-11-1985,KKR,Kolkata Knight Riders,9,146,140,104.28,12,1,8,1,0,0,33,18.25,India,rhb,Indian,True
Irfan Pathan,458,15,27-10-1984,DC,Delhi Capitals,13,142,152,93.42,9,3,8,5,0,0,24,17.75,India,lhb,Indian,False
Mitchell Marsh,40,9,20-10-1991,PWI,Pune Warriors India,8,140,106,132.07,6,10,7,1,0,0,38,20.0,Australia,rhb,Overseas,True
Manish Pandey,16,7,10-9-1989,PWI,Pune Warriors India,7,136,137,99.27,11,3,6,1,1,0,66,22.66,India,rhb,Indian,True
Manpreet Juneja,0,7,12-9-1990,DC,Delhi Capitals,7,125,128,97.65,11,1,7,0,0,0,49,17.85,India,rhb,Indian,True
Ashish Reddy,0,12,24-2-1991,SRH,Sunrisers Hyderabad,10,125,89,140.44,8,5,6,4,0,0,36*,20.83,India,rhb,Indian,True
Dishant Yagnik,0,12,22-6-1983,RR,Rajasthan Royals,9,125,96,130.2,17,2,8,1,0,0,34,15.62,India,lhb,Indian,False
Subramaniam Badrinath,0,18,30-8-1980,CSK,Chennai Super Kings,8,124,121,102.47,11,0,7,1,0,0,34,17.71,India,rhb,Indian,True
Aditya Tare,158,5,7-11-1987,MI,Mumbai Indians,5,123,84,146.42,14,5,5,0,1,0,59,24.6,India,rhb,Indian,True
Biplap Samantray,0,8,14-12-1988,SRH,Sunrisers Hyderabad,7,123,111,110.81,13,2,5,2,1,0,55,24.6,India,rhb,Indian,True
Dwayne Bravo,93,18,7-10-1983,CSK,Chennai Super Kings,12,121,106,114.15,11,3,8,4,0,0,23*,15.12,West Indies,rhb,Overseas,True
Kumar Sangakkara,0,9,27-10-1977,SRH,Sunrisers Hyderabad,9,120,136,88.23,13,0,9,0,0,0,28,13.33,Sri Lanka,lhb,Overseas,False
Harbhajan Singh,95,19,3-7-1980,MI,Mumbai Indians,14,116,79,146.83,12,5,6,8,0,0,25*,19.33,India,rhb,Indian,True
Rajagopal Sathish,0,9,14-1-1981,PBKS,Punjab Kings,8,109,77,141.55,9,5,5,3,0,0,27*,21.8,India,rhb,Indian,True
Saurabh Tiwary,540,9,30-12-1989,RCB,Royal Challengers Bangalore,6,109,106,102.83,4,4,4,2,1,0,52,27.25,India,lhb,Indian,False
Gurkeerat Mann Singh,201,11,29-6-1990,PBKS,Punjab Kings,9,108,95,113.68,10,3,8,1,0,0,31,13.5,India,rhb,Indian,True
Luke Wright,0,6,7-3-1985,PWI,Pune Warriors India,6,106,60,176.66,16,3,5,1,0,0,44,21.2,England,rhb,Overseas,True
Rajat Bhatia,0,15,22-10-1979,KKR,Kolkata Knight Riders,10,99,80,123.75,8,3,6,4,0,0,26*,16.5,India,rhb,Indian,True
Cheteshwar Pujara,49,4,25-1-1988,RCB,Royal Challengers Bangalore,4,92,99,92.92,14,0,4,0,1,0,51,23.0,India,rhb,Indian,True
Akshath Reddy,0,7,11-2-1991,SRH,Sunrisers Hyderabad,7,91,101,90.09,9,0,7,0,0,0,27,13.0,India,rhb,Indian,True
Amit Mishra,107,17,24-11-1982,SRH,Sunrisers Hyderabad,8,89,96,92.7,9,0,6,2,0,0,30,14.83,India,rhb,Indian,True
Ryan ten Doeschate,665,4,30-6-1980,KKR,Kolkata Knight Riders,4,85,63,134.92,9,2,3,1,0,0,42,28.33,Netherlands,rhb,Overseas,True
Karn Sharma,98,13,23-10-1987,SRH,Sunrisers Hyderabad,7,85,86,98.83,6,2,4,3,0,0,39*,21.25,India,lhb,Indian,False
Tillakaratne Dilshan,484,5,14-10-1976,RCB,Royal Challengers Bangalore,5,76,93,81.72,12,0,5,0,0,0,33,15.2,Sri Lanka,rhb,Overseas,True
Debabrata Das,0,10,22-9-1986,KKR,Kolkata Knight Riders,6,75,74,101.35,5,5,5,1,0,0,23,15.0,India,rhb,Indian,True
Wriddhiman Saha,225,3,24-10-1984,CSK,Chennai Super Kings,3,70,56,125.0,6,4,3,0,0,0,39,23.33,India,rhb,Indian,True
Vinay Kumar,0,16,12-2-1984,RCB,Royal Challengers Bangalore,5,70,44,159.09,6,3,1,4,0,0,26*,70.0,India,rhb,Indian,True
Mayank Agarwal,55,5,16-2-1991,RCB,Royal Challengers Bangalore,5,67,62,108.06,6,3,5,0,0,0,29,13.4,India,rhb,Indian,True
Abhishek Nayar,0,11,8-10-1983,PWI,Pune Warriors India,9,66,73,90.41,5,0,6,3,0,0,25*,11.0,India,lhb,Indian,False
Piyush Chawla,149,16,24-12-1988,PBKS,Punjab Kings,11,64,57,112.28,5,3,6,5,0,0,23,10.66,India,lhb,Indian,False
Ross Taylor,78,5,8-3-1984,PWI,Pune Warriors India,5,63,76,82.89,2,1,5,0,0,0,19,12.6,New Zealand,rhb,Overseas,True
Luke Pomersbach,0,3,28-9-1984,PBKS,Punjab Kings,3,58,59,98.3,5,1,2,1,0,0,33*,29.0,Australia,lhb,Overseas,False
Morne Morkel,0,10,6-10-1984,DC,Delhi Capitals,6,57,29,196.55,6,3,5,1,0,0,23*,11.4,South Africa,lhb,Overseas,False
James Faulkner,0,16,29-4-1990,RR,Rajasthan Royals,9,57,57,100.0,5,2,5,4,0,0,19*,11.4,Australia,rhb,Overseas,True
Dale Steyn,230,17,27-6-1983,SRH,Sunrisers Hyderabad,8,53,36,147.22,5,2,2,6,0,0,18*,26.5,South Africa,rhb,Overseas,True
Ricky Ponting,0,6,19-12-1974,MI,Mumbai Indians,5,52,75,69.33,3,1,5,0,0,0,28,10.4,Australia,rhb,Overseas,True
Tirumalasetti Suman,0,7,15-12-1983,PWI,Pune Warriors India,5,52,58,89.65,8,0,5,0,0,0,23,10.4,India,rhb,Indian,True
Bhuvneshwar Kumar,15,16,5-2-1990,PWI,Pune Warriors India,9,52,71,73.23,3,1,7,2,0,0,24*,7.42,India,rhb,Indian,True
Praveen Kumar,0,15,2-10-1986,PBKS,Punjab Kings,7,47,39,120.51,3,3,6,1,0,0,24,7.83,India,rhb,Indian,True
Albie Morkel,481,8,10-6-1981,CSK,Chennai Super Kings,3,46,37,124.32,2,3,3,0,0,0,23,15.33,South Africa,lhb,Overseas,False
Manpreet Gony,507,8,4-1-1984,PBKS,Punjab Kings,5,45,25,180.0,4,3,4,1,0,0,42,11.25,India,rhb,Indian,True
Chidhambaram Gautam,0,3,8-3-1986,DC,Delhi Capitals,3,44,34,129.41,4,1,2,1,0,0,30,22.0,India,rhb,Indian,True
Johan Botha,0,6,2-5-1982,DC,Delhi Capitals,6,43,52,82.69,5,1,6,0,0,0,23,7.16,South Africa,rhb,Overseas,True
Arun Karthik,0,12,15-2-1986,RCB,Royal Challengers Bangalore,5,41,38,107.89,3,1,3,2,0,0,19*,13.66,India,rhb,Indian,True
Kevon Cooper,0,14,16-2-1989,RR,Rajasthan Royals,5,39,22,177.27,4,2,4,1,0,0,26,9.75,West Indies,rhb,Overseas,True
Mitchell Johnson,0,17,2-11-1981,MI,Mumbai Indians,6,39,36,108.33,2,2,4,2,0,0,11,9.75,Australia,lhb,Overseas,False
Ravi Rampaul,646,10,15-10-1984,RCB,Royal Challengers Bangalore,6,38,37,102.7,3,1,4,2,0,0,23*,9.5,West Indies,lhb,Overseas,False
Umesh Yadav,21,16,25-10-1987,DC,Delhi Capitals,8,38,38,100.0,3,1,1,7,0,0,12*,38.0,India,rhb,Indian,True
Glenn Maxwell,28,3,14-10-1988,MI,Mumbai Indians,3,36,27,133.33,1,4,2,1,0,0,23,18.0,Australia,rhb,Overseas,True
Ravichandran Ashwin,45,18,17-9-1986,CSK,Chennai Super Kings,5,35,49,71.42,4,0,4,1,0,0,11*,8.75,India,rhb,Indian,True
Kane Richardson,85,3,12-2-1991,PWI,Pune Warriors India,2,34,36,94.44,2,1,2,0,0,0,26,17.0,Australia,rhb,Overseas,True
Owais Shah,0,2,22-10-1978,RR,Rajasthan Royals,2,25,23,108.69,2,0,2,0,0,0,24,12.5,England,rhb,Overseas,True
Sumit Narwal,0,2,16-4-1982,KKR,Kolkata Knight Riders,1,23,15,153.33,4,0,1,0,0,0,23,23.0,India,lhb,Indian,False
Jeevan Mendis,277,3,15-1-1983,DC,Delhi Capitals,3,23,27,85.18,0,0,3,0,0,0,12,7.66,Sri Lanka,lhb,Overseas,False
Roelof van der Merwe,649,3,31-12-1984,DC,Delhi Capitals,2,22,25,88.0,2,0,2,0,0,0,14,11.0,Netherlands,rhb,Overseas,True
Brett Lee,300,3,8-11-1976,KKR,Kolkata Knight Riders,2,21,12,175.0,1,2,1,1,0,0,16*,21.0,Australia,rhb,Overseas,True
Rishi Dhawan,996,6,19-2-1990,MI,Mumbai Indians,4,21,21,100.0,3,0,3,1,0,0,14,7.0,India,rhb,Indian,True
Sunil Narine,156,16,26-5-1988,KKR,Kolkata Knight Riders,6,21,19,110.52,0,2,3,3,0,0,13,7.0,West Indies,lhb,Overseas,False
KL Rahul,19,5,18-4-1992,RCB,Royal Challengers Bangalore,2,20,16,125.0,4,0,2,0,0,0,12,10.0,India,rhb,Indian,True
Abhinav Mukund,0,1,6-1-1990,RCB,Royal Challengers Bangalore,1,19,21,90.47,1,0,1,0,0,0,19,19.0,India,lhb,Indian,False
Bharat Chipli,0,1,27-1-1983,DC,Delhi Capitals,1,16,18,88.88,1,1,1,0,0,0,16,16.0,India,rhb,Indian,True
Dwaraka Ravi Teja,0,2,5-9-1987,SRH,Sunrisers Hyderabad,2,14,17,82.35,0,0,1,1,0,0,10,14.0,India,rhb,Indian,True
Kushal Janith Perera,0,2,17-8-1990,RR,Rajasthan Royals,2,14,13,107.69,3,0,2,0,0,0,14,7.0,Sri Lanka,lhb,Overseas,False
Shahbaz Nadeem,221,12,12-8-1989,DC,Delhi Capitals,6,14,27,51.85,1,0,5,1,0,0,6,2.8,India,rhb,Indian,True
Chris Morris,112,16,30-4-1987,CSK,Chennai Super Kings,6,14,16,87.5,0,0,2,4,0,0,7*,7.0,South Africa,rhb,Overseas,True
Mithun Manhas,0,3,12-10-1979,PWI,Pune Warriors India,2,13,17,76.47,1,0,0,2,0,0,11*,0.0,India,rhb,Indian,True
Ajit Agarkar,464,4,4-12-1977,DC,Delhi Capitals,2,12,16,75.0,0,0,1,1,0,0,9*,12.0,India,rhb,Indian,True
Andre Russell,141,3,29-4-1988,DC,Delhi Capitals,2,11,14,78.57,0,0,2,0,0,0,7,5.5,West Indies,rhb,Overseas,True
Rahul Sharma,0,11,30-11-1986,PWI,Pune Warriors India,6,11,17,64.7,1,0,4,2,0,0,10*,2.75,India,rhb,Indian,True
Thalaivan Sargunam,0,1,15-5-1985,SRH,Sunrisers Hyderabad,1,10,17,58.82,0,0,1,0,0,0,10,10.0,India,rhb,Indian,True
Syed Mohammad,0,4,3-6-1983,RCB,Royal Challengers Bangalore,2,10,13,76.92,1,0,2,0,0,0,9,5.0,India,lhb,Indian,False
Sachithra Senanayake,482,8,9-2-1985,KKR,Kolkata Knight Riders,4,10,17,58.82,0,0,1,3,0,0,7*,10.0,Sri Lanka,rhb,Overseas,True
Nathan Coulter-Nile,5,1,11-10-1987,MI,Mumbai Indians,1,9,6,150.0,0,1,1,0,0,0,9,9.0,Australia,rhb,Overseas,True
Karun Nair,131,2,6-12-1991,RCB,Royal Challengers Bangalore,2,9,12,75.0,0,0,2,0,0,0,9,4.5,India,rhb,Indian,True
Naman Ojha,0,2,20-7-1983,DC,Delhi Capitals,2,9,10,90.0,1,0,1,1,0,0,9,9.0,India,rhb,Indian,True
Ashok Dinda,0,13,25-3-1984,PWI,Pune Warriors India,5,9,11,81.81,1,0,2,3,0,0,6*,4.5,India,rhb,Indian,True
Lakshmipathy Balaji,0,13,27-9-1981,KKR,Kolkata Knight Riders,3,9,10,90.0,1,0,1,2,0,0,9*,9.0,India,rhb,Indian,True
Lasith Malinga,167,17,28-8-1983,MI,Mumbai Indians,6,9,18,50.0,1,0,4,2,0,0,7,2.25,Sri Lanka,rhb,Overseas,True
Marlon Samuels,0,2,5-2-1981,PWI,Pune Warriors India,2,8,18,44.44,1,0,2,0,0,0,5,4.0,West Indies,rhb,Overseas,True
Iqbal Abdulla,0,5,2-12-1989,KKR,Kolkata Knight Riders,2,8,14,57.14,0,0,0,2,0,0,6*,0.0,India,lhb,Indian,False
Udit Birla,0,2,17-11-1989,PWI,Pune Warriors India,1,7,14,50.0,1,0,1,0,0,0,7,7.0,India,rhb,Indian,True
Siddarth Kaul,64,6,19-5-1990,DC,Delhi Capitals,2,7,9,77.77,0,0,0,2,0,0,7*,0.0,India,rhb,Indian,True
Brendon McCullum,0,1,27-9-1981,KKR,Kolkata Knight Riders,1,6,7,85.71,1,0,1,0,0,0,6,6.0,New Zealand,rhb,Overseas,True
Paul Valthaty,0,1,7-12-1983,PBKS,Punjab Kings,1,6,17,35.29,0,0,1,0,0,0,6,6.0,India,rhb,Indian,True
Dan Christian,0,2,4-5-1983,RCB,Royal Challengers Bangalore,2,6,15,40.0,0,0,2,0,0,0,4,3.0,Australia,rhb,Overseas,True
Quinton de Kock,170,3,17-12-1992,SRH,Sunrisers Hyderabad,3,6,15,40.0,1,0,3,0,0,0,4,2.0,South Africa,lhb,Overseas,False
Dimitri Mascarenhas,0,1,30-10-1977,PBKS,Punjab Kings,1,5,5,100.0,0,0,0,1,0,0,5*,0.0,England,rhb,Overseas,True
Paras Dogra,0,1,19-11-1984,KKR,Kolkata Knight Riders,1,5,8,62.5,0,0,1,0,0,0,5,5.0,India,rhb,Indian,True
Mahesh Rawat,0,2,25-10-1985,PWI,Pune Warriors India,2,5,11,45.45,0,0,1,1,0,0,5,5.0,India,rhb,Indian,True
Parveez Rasool,0,2,13-2-1989,PWI,Pune Warriors India,2,5,9,55.55,0,0,1,1,0,0,4*,5.0,India,rhb,Indian,True
Ali Murtaza,0,3,1-1-1990,PWI,Pune Warriors India,1,5,4,125.0,1,0,1,0,0,0,5,5.0,India,lhb,Indian,False
Mohammad Shami,47,3,3-9-1990,KKR,Kolkata Knight Riders,1,5,10,50.0,0,0,1,0,0,0,5,5.0,India,rhb,Indian,True
Wayne Parnell,829,4,30-7-1989,PWI,Pune Warriors India,1,5,7,71.42,0,0,1,0,0,0,5,5.0,South Africa,lhb,Overseas,False
Ben Laughlin,453,2,3-10-1982,CSK,Chennai Super Kings,2,4,9,44.44,0,0,1,1,0,0,4*,4.0,Australia,rhb,Overseas,True
Pradeep Sangwan,977,2,5-11-1990,KKR,Kolkata Knight Riders,1,4,2,200.0,1,0,0,1,0,0,4*,0.0,India,rhb,Indian,True
Raiphi Gomez,0,2,16-10-1985,PWI,Pune Warriors India,1,4,1,400.0,1,0,0,1,0,0,4*,0.0,India,rhb,Indian,True
Ajit Chandila,0,8,5-12-1983,RR,Rajasthan Royals,1,4,6,66.66,0,0,0,1,0,0,4*,0.0,India,rhb,Indian,True
Ryan McLaren,469,2,9-2-1983,KKR,Kolkata Knight Riders,2,3,6,50.0,0,0,2,0,0,0,2,1.5,South Africa,lhb,Overseas,False
Harmeet Singh Bansal,0,3,9-10-1987,PBKS,Punjab Kings,1,3,4,75.0,0,0,1,0,0,0,3,3.0,India,rhb,Indian,True
Pravin Tambe,531,3,8-10-1971,RR,Rajasthan Royals,1,3,6,50.0,0,0,0,1,0,0,3*,0.0,India,rhb,Indian,True
Laxmi Ratan Shukla,0,4,6-5-1981,KKR,Kolkata Knight Riders,2,3,12,25.0,0,0,2,0,0,0,2,1.5,India,rhb,Indian,True
Sachin Baby,599,4,18-12-1988,RR,Rajasthan Royals,1,3,7,42.85,0,0,1,0,0,0,3,3.0,India,lhb,Indian,False
Siddharth Trivedi,0,17,4-9-1982,RR,Rajasthan Royals,2,3,7,42.85,0,0,1,1,0,0,3,3.0,India,rhb,Indian,True
Abhimanyu Mithun,0,1,25-10-1989,RCB,Royal Challengers Bangalore,1,2,2,100.0,0,0,1,0,0,0,2,2.0,India,rhb,Indian,True
Ajantha Mendis,512,3,11-3-1985,PWI,Pune Warriors India,1,2,4,50.0,0,0,1,0,0,0,2,2.0,Sri Lanka,rhb,Overseas,True
Ryan Harris,0,3,11-10-1979,PBKS,Punjab Kings,2,2,5,40.0,0,0,1,1,0,0,2*,2.0,Australia,rhb,Overseas,True
Murali Kartik,0,11,11-9-1976,RCB,Royal Challengers Bangalore,2,2,3,66.66,0,0,1,1,0,0,2*,2.0,India,lhb,Indian,False
Pragyan Ojha,459,16,5-9-1986,MI,Mumbai Indians,3,2,4,50.0,0,0,1,2,0,0,1*,2.0,India,lhb,Indian,False
