MatchRow,MatchOrder,MatchName,TossTeam,Comments,HomeTeamName,AwayTeamName,1Summary,FirstBattingTeamCode,FirstBattingTeamName,RevisedOver,RevisedTarget,2Summary,SecondBattingTeamCode,SecondBattingTeamName,GroundName,city,MATCH_COMMENCE_START_DATE,MatchTime,MatchEndDate,MatchEndTime,Winner
38.0,38th  T20I,Punjab Kings VS Chennai Super Kings,Chennai Super Kings,Punjab Kings Won by 11  Runs ,Punjab Kings,Chennai Super Kings,187/4 (20.0 Overs),PBKS,Punjab Kings,,,176/6 (20.0 Overs),CSK,Chennai Super Kings,Wankhede Stadium,Mumbai,2022-04-25T19:30:00,19:30,25 Apr 2022,23:30,Punjab Kings
37.0,37th  T20I,Lucknow Super Giants VS Mumbai Indians,Mumbai Indians,Lucknow Super Giants Won by 36  Runs ,Lucknow Super Giants,Mumbai Indians,168/6 (20.0 Overs),LSG,Lucknow Super Giants,,,132/8 (20.0 Overs),MI,Mumbai Indians,Wankhede Stadium,Mumbai,2022-04-24T19:30:00,19:30,24 Apr 2022,23:30,Lucknow Super Giants
36.0,36th  T20I,Royal Challengers Bangalore VS Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad Won by 9  Wickets ,Royal Challengers Bangalore,Sunrisers Hyderabad,68/10 (16.1 Overs),RCB,Royal Challengers Bangalore,,,72/1 (8.0 Overs),SRH,Sunrisers Hyderabad,Brabourne - CCI,Mumbai,2022-04-23T19:30:00,19:30,23 Apr 2022,23:30,Sunrisers Hyderabad
35.0,35th  T20I,Kolkata Knight Riders VS Gujarat Titans,Gujarat Titans,Gujarat Titans Won by 8  Runs ,Kolkata Knight Riders,Gujarat Titans,156/9 (20.0 Overs),GT,Gujarat Titans,,,148/8 (20.0 Overs),KKR,Kolkata Knight Riders,DY Patil Stadium,NAVI MUMBAI,2022-04-23T15:30:00,15:30,23 Apr 2022,19:30,Gujarat Titans
34.0,34th  T20I,Delhi Capitals VS Rajasthan Royals,Delhi Capitals,Rajasthan Royals Won by 15  Runs ,Delhi Capitals,Rajasthan Royals,222/2 (20.0 Overs),RR,Rajasthan Royals,,,207/8 (20.0 Overs),DC,Delhi Capitals,Wankhede Stadium,Mumbai,2022-04-22T19:30:00,19:30,22 Apr 2022,23:30,Rajasthan Royals
33.0,33rd  T20I,Mumbai Indians VS Chennai Super Kings,Chennai Super Kings,Chennai Super Kings Won by 3  Wickets ,Mumbai Indians,Chennai Super Kings,155/7 (20.0 Overs),MI,Mumbai Indians,,,156/7 (20.0 Overs),CSK,Chennai Super Kings,DY Patil Stadium,NAVI MUMBAI,2022-04-21T19:30:00,19:30,21 Apr 2022,23:30,Chennai Super Kings
32.0,32nd  T20I,Delhi Capitals VS Punjab Kings,Delhi Capitals,Delhi Capitals Won by 9  Wickets ,Delhi Capitals,Punjab Kings,115/10 (20.0 Overs),PBKS,Punjab Kings,,,119/1 (10.3 Overs),DC,Delhi Capitals,Brabourne - CCI,Mumbai,2022-04-20T19:30:00,19:30,20 Apr 2022,23:30,Delhi Capitals
31.0,31st T20I,Lucknow Super Giants VS Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore Won by 18  Runs ,Lucknow Super Giants,Royal Challengers Bangalore,181/6 (20.0 Overs),RCB,Royal Challengers Bangalore,,,163/8 (20.0 Overs),LSG,Lucknow Super Giants,DY Patil Stadium,NAVI MUMBAI,2022-04-19T19:30:00,19:30,19 Apr 2022,23:30,Royal Challengers Bangalore
30.0,30th  T20I,Rajasthan Royals VS Kolkata Knight Riders,Kolkata Knight Riders,Rajasthan Royals Won by 7  Runs ,Rajasthan Royals,Kolkata Knight Riders,217/5 (20.0 Overs),RR,Rajasthan Royals,,,210/10 (19.4 Overs),KKR,Kolkata Knight Riders,Brabourne - CCI,Mumbai,2022-04-18T19:30:00,19:30,18 Apr 2022,23:30,Rajasthan Royals
29.0,29th  T20I,Gujarat Titans VS Chennai Super Kings,Gujarat Titans,Gujarat Titans Won by 3 Wickets ,Gujarat Titans,Chennai Super Kings,169/5 (20.0 Overs),CSK,Chennai Super Kings,,,170/7 (19.5 Overs),GT,Gujarat Titans,Maharashtra Cricket Association Stadium,Pune,2022-04-17T19:30:00,19:30,17 Apr 2022,23:30,Gujarat Titans
28.0,28th  T20I,Punjab Kings VS Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad Won by 7  Wickets ,Punjab Kings,Sunrisers Hyderabad,151/10 (20.0 Overs),PBKS,Punjab Kings,,,152/3 (18.5 Overs),SRH,Sunrisers Hyderabad,DY Patil Stadium,NAVI MUMBAI,2022-04-17T15:30:00,15:30,17 Apr 2022,19:30,Sunrisers Hyderabad
27.0,27th  T20I,Delhi Capitals VS Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore Won by 16 Runs ,Delhi Capitals,Royal Challengers Bangalore,189/5 (20.0 Overs),RCB,Royal Challengers Bangalore,,,173/7 (20.0 Overs),DC,Delhi Capitals,Wankhede Stadium,Mumbai,2022-04-16T19:30:00,19:30,16 Apr 2022,23:30,Royal Challengers Bangalore
26.0,26th  T20I,Mumbai Indians VS Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants Won by 18 Runs ,Mumbai Indians,Lucknow Super Giants,199/4 (20.0 Overs),LSG,Lucknow Super Giants,,,181/9 (20.0 Overs),MI,Mumbai Indians,Brabourne - CCI,Mumbai,2022-04-16T15:30:00,15:30,16 Apr 2022,19:30,Lucknow Super Giants
25.0,25th  T20I,Sunrisers Hyderabad VS Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad Won by 7  Wickets ,Sunrisers Hyderabad,Kolkata Knight Riders,175/8 (20.0 Overs),KKR,Kolkata Knight Riders,,,176/3 (17.5 Overs),SRH,Sunrisers Hyderabad,Brabourne - CCI,Mumbai,2022-04-15T19:30:00,19:30,15 Apr 2022,23:30,Sunrisers Hyderabad
24.0,24th  T20I,Rajasthan Royals VS Gujarat Titans,Rajasthan Royals,Gujarat Titans Won by 37  Runs ,Rajasthan Royals,Gujarat Titans,192/4 (20.0 Overs),GT,Gujarat Titans,,,155/9 (20.0 Overs),RR,Rajasthan Royals,DY Patil Stadium,NAVI MUMBAI,2022-04-14T19:30:00,19:30,14 Apr 2022,23:30,Gujarat Titans
23.0,23rd  T20I,Mumbai Indians VS Punjab Kings,Mumbai Indians,Punjab Kings Won by 12  Runs ,Mumbai Indians,Punjab Kings,198/5 (20.0 Overs),PBKS,Punjab Kings,,,186/9 (20.0 Overs),MI,Mumbai Indians,Maharashtra Cricket Association Stadium,Pune,2022-04-13T19:30:00,19:30,13 Apr 2022,23:30,Punjab Kings
22.0,22nd  T20I,Chennai Super Kings VS Royal Challengers Bangalore,Royal Challengers Bangalore,Chennai Super Kings Won by 23  Runs ,Chennai Super Kings,Royal Challengers Bangalore,216/4 (20.0 Overs),CSK,Chennai Super Kings,,,193/9 (20.0 Overs),RCB,Royal Challengers Bangalore,DY Patil Stadium,NAVI MUMBAI,2022-04-12T19:30:00,19:30,12 Apr 2022,23:30,Chennai Super Kings
21.0,21st T20I,Sunrisers Hyderabad VS Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad Won by 8  Wickets ,Sunrisers Hyderabad,Gujarat Titans,162/7 (20.0 Overs),GT,Gujarat Titans,,,168/2 (19.1 Overs),SRH,Sunrisers Hyderabad,DY Patil Stadium,NAVI MUMBAI,2022-04-11T19:30:00,19:30,11 Apr 2022,23:30,Sunrisers Hyderabad
20.0,20th  T20I,Rajasthan Royals VS Lucknow Super Giants,Lucknow Super Giants,Rajasthan Royals Won by 3  Runs ,Rajasthan Royals,Lucknow Super Giants,165/6 (20.0 Overs),RR,Rajasthan Royals,,,162/8 (20.0 Overs),LSG,Lucknow Super Giants,Wankhede Stadium,Mumbai,2022-04-10T19:30:00,19:30,10 Apr 2022,23:30,Rajasthan Royals
19.0,19th  T20I,Kolkata Knight Riders VS Delhi Capitals,Kolkata Knight Riders,Delhi Capitals Won by 44  Runs ,Kolkata Knight Riders,Delhi Capitals,215/5 (20.0 Overs),DC,Delhi Capitals,,,171/10 (19.4 Overs),KKR,Kolkata Knight Riders,Brabourne - CCI,Mumbai,2022-04-10T15:30:00,15:30,10 Apr 2022,19:30,Delhi Capitals
18.0,18th  T20I,Royal Challengers Bangalore VS Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore Won by 7  Wickets ,Royal Challengers Bangalore,Mumbai Indians,151/6 (20.0 Overs),MI,Mumbai Indians,,,152/3 (18.3 Overs),RCB,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,Pune,2022-04-09T19:30:00,19:30,9 Apr 2022,23:30,Royal Challengers Bangalore
17.0,17th  T20I,Chennai Super Kings VS Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad Won by 8  Wickets ,Chennai Super Kings,Sunrisers Hyderabad,154/7 (20.0 Overs),CSK,Chennai Super Kings,,,155/2 (17.4 Overs),SRH,Sunrisers Hyderabad,DY Patil Stadium,NAVI MUMBAI,2022-04-09T15:30:00,15:30,9 Apr 2022,19:30,Sunrisers Hyderabad
16.0,16th  T20I,Punjab Kings VS Gujarat Titans,Gujarat Titans,Gujarat Titans Won by 6 Wickets ,Punjab Kings,Gujarat Titans,189/9 (20.0 Overs),PBKS,Punjab Kings,,,190/4 (20.0 Overs),GT,Gujarat Titans,Brabourne - CCI,Mumbai,2022-04-08T19:30:00,19:30,8 Apr 2022,23:30,Gujarat Titans
15.0,15th  T20I,Lucknow Super Giants VS Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants Won by 6  Wickets ,Lucknow Super Giants,Delhi Capitals,149/3 (20.0 Overs),DC,Delhi Capitals,,,155/4 (19.4 Overs),LSG,Lucknow Super Giants,DY Patil Stadium,NAVI MUMBAI,2022-04-07T19:30:00,19:30,7 Apr 2022,23:30,Lucknow Super Giants
14.0,14th  T20I,Kolkata Knight Riders VS Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders Won by 5 Wickets ,Kolkata Knight Riders,Mumbai Indians,161/4 (20.0 Overs),MI,Mumbai Indians,,,162/5 (16.0 Overs),KKR,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,Pune,2022-04-06T19:30:00,19:30,6 Apr 2022,23:30,Kolkata Knight Riders
13.0,13th  T20I,Rajasthan Royals VS Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore Won by 4  Wickets ,Rajasthan Royals,Royal Challengers Bangalore,169/3 (20.0 Overs),RR,Rajasthan Royals,,,173/6 (19.1 Overs),RCB,Royal Challengers Bangalore,Wankhede Stadium,Mumbai,2022-04-05T19:30:00,19:30,5 Apr 2022,23:30,Royal Challengers Bangalore
12.0,12th  T20I,Sunrisers Hyderabad VS Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants Won by 12  Runs ,Sunrisers Hyderabad,Lucknow Super Giants,169/7 (20.0 Overs),LSG,Lucknow Super Giants,,,157/9 (20.0 Overs),SRH,Sunrisers Hyderabad,DY Patil Stadium,NAVI MUMBAI,2022-04-04T19:30:00,19:30,4 Apr 2022,23:30,Lucknow Super Giants
11.0,11th  T20I,Chennai Super Kings VS Punjab Kings,Chennai Super Kings,Punjab Kings Won by 54  Runs ,Chennai Super Kings,Punjab Kings,180/8 (20.0 Overs),PBKS,Punjab Kings,,,126/10 (18.0 Overs),CSK,Chennai Super Kings,Brabourne - CCI,Mumbai,2022-04-03T19:30:00,19:30,3 Apr 2022,23:30,Punjab Kings
10.0,10th  T20I,Gujarat Titans VS Delhi Capitals,Delhi Capitals,Gujarat Titans Won by 14  Runs ,Gujarat Titans,Delhi Capitals,171/6 (20.0 Overs),GT,Gujarat Titans,,,157/9 (20.0 Overs),DC,Delhi Capitals,Maharashtra Cricket Association Stadium,Pune,2022-04-02T19:30:00,19:30,2 Apr 2022,23:30,Gujarat Titans
9.0,9th  T20I,Mumbai Indians VS Rajasthan Royals,Mumbai Indians,Rajasthan Royals Won by 23  Runs ,Mumbai Indians,Rajasthan Royals,193/8 (20.0 Overs),RR,Rajasthan Royals,,,170/8 (20.0 Overs),MI,Mumbai Indians,DY Patil Stadium,NAVI MUMBAI,2022-04-02T15:30:00,15:30,2 Apr 2022,19:30,Rajasthan Royals
8.0,8th  T20I,Kolkata Knight Riders VS Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders Won by 6  Wickets ,Kolkata Knight Riders,Punjab Kings,137/10 (18.2 Overs),PBKS,Punjab Kings,,,141/4 (14.3 Overs),KKR,Kolkata Knight Riders,Wankhede Stadium,Mumbai,2022-04-01T19:30:00,19:30,1 Apr 2022,23:30,Kolkata Knight Riders
7.0,7th  T20I,Lucknow Super Giants VS Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants Won by 6  Wickets ,Lucknow Super Giants,Chennai Super Kings,210/7 (20.0 Overs),CSK,Chennai Super Kings,,,211/4 (19.3 Overs),LSG,Lucknow Super Giants,Brabourne - CCI,Mumbai,2022-03-31T19:30:00,19:30,31 Mar 2022,23:30,Lucknow Super Giants
6.0,6th  T20I,Royal Challengers Bangalore VS Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore Won by 3  Wickets ,Royal Challengers Bangalore,Kolkata Knight Riders,128/10 (18.5 Overs),KKR,Kolkata Knight Riders,,,132/7 (19.2 Overs),RCB,Royal Challengers Bangalore,DY Patil Stadium,NAVI MUMBAI,2022-03-30T19:30:00,19:30,30 Mar 2022,23:30,Royal Challengers Bangalore
5.0,5th  T20I,Sunrisers Hyderabad VS Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals Won by 61  Runs ,Sunrisers Hyderabad,Rajasthan Royals,210/6 (20.0 Overs),RR,Rajasthan Royals,,,149/7 (20.0 Overs),SRH,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,Pune,2022-03-29T19:30:00,19:30,29 Mar 2022,23:30,Rajasthan Royals
4.0,4th  T20I,Gujarat Titans VS Lucknow Super Giants,Gujarat Titans,Gujarat Titans Won by 5  Wickets ,Gujarat Titans,Lucknow Super Giants,158/6 (20.0 Overs),LSG,Lucknow Super Giants,,,161/5 (19.4 Overs),GT,Gujarat Titans,Wankhede Stadium,Mumbai,2022-03-28T19:30:00,19:30,28 Mar 2022,23:30,Gujarat Titans
3.0,3rd  T20I,Royal Challengers Bangalore VS Punjab Kings,Punjab Kings,Punjab Kings Won by 5   Wickets ,Royal Challengers Bangalore,Punjab Kings,205/2 (20.0 Overs),RCB,Royal Challengers Bangalore,,,208/5 (19.0 Overs),PBKS,Punjab Kings,DY Patil Stadium,NAVI MUMBAI,2022-03-27T19:30:00,19:30,27 Mar 2022,23:30,Punjab Kings
2.0,2nd  T20I,Delhi Capitals VS Mumbai Indians,Delhi Capitals,Delhi Capitals Won by 4  Wickets ,Delhi Capitals,Mumbai Indians,177/5 (20.0 Overs),MI,Mumbai Indians,,,179/6 (18.2 Overs),DC,Delhi Capitals,Brabourne - CCI,Mumbai,2022-03-27T15:30:00,15:30,27 Mar 2022,19:30,Delhi Capitals
1.0,1st T20I,Chennai Super Kings VS Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders Won by 6  Wickets ,Chennai Super Kings,Kolkata Knight Riders,131/5 (20.0 Overs),CSK,Chennai Super Kings,,,133/4 (18.3 Overs),KKR,Kolkata Knight Riders,Wankhede Stadium,Mumbai,2022-03-26T19:30:00,19:30,26 Mar 2022,23:30,Kolkata Knight Riders
